Gene.symbol	Gene.title	adj.P.Val	logFC
PLAUR	plasminogen activator, urokinase receptor	3.34134728670195e-05	2.77002282584615
DPP9	dipeptidyl peptidase 9	3.42424707506124e-05	1.69891271984615
ZNF334	zinc finger protein 334	3.44084994373789e-05	-1.8584272775641
CD96	CD96 molecule	3.59286282307304e-05	4.90185465151282
ACTG1	actin gamma 1	3.64381981150365e-05	0.836100690512819
RNASE6	ribonuclease A family member k6	3.79935086113944e-05	4.30709885925641
ANXA2R	annexin A2 receptor	3.9376909957824e-05	-2.19404103710256
ARMCX2	armadillo repeat containing, X-linked 2	4.06959333297365e-05	-1.41612478982051
LOC100129940	uncharacterized LOC100129940	4.0879747508561e-05	-1.73910439702564
ARF1	ADP ribosylation factor 1	4.0879747508561e-05	1.03911958166667
ACTB	actin beta	4.16233301845933e-05	1.23906419307692
LONRF3	LON peptidase N-terminal domain and ring finger 3	4.20558016288582e-05	1.99475204735897
LAG3	lymphocyte activating 3	4.4445094627269e-05	-1.29079087797436
UNC93B1	unc-93 homolog B1 (C. elegans)	4.5475218009834e-05	1.75738279776923
ELOVL7	ELOVL fatty acid elongase 7	4.55388120778342e-05	-3.47103441269231
HCAR2	hydroxycarboxylic acid receptor 2	4.70411594323559e-05	3.15547001066667
BSG	basigin (Ok blood group)	4.70491450415786e-05	1.57769489515385
CTSB	cathepsin B	4.70491450415786e-05	2.17296984341025
INPPL1	inositol polyphosphate phosphatase like 1	4.78318279490901e-05	1.0235430474359
MRC1	mannose receptor, C type 1	4.86954901524634e-05	3.21301723789744
		4.86954901524634e-05	1.88308458769231
ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	4.86954901524634e-05	1.81121343623077
HIST1H2BJ	histone cluster 1, H2bj	4.92602460896145e-05	-2.2073888665641
SIRPB2	signal regulatory protein beta 2	5.02105006936536e-05	2.51100284682051
MYO1F	myosin IF	5.07958040428509e-05	1.59794568579487
		5.19628609835302e-05	-0.946109424538462
PXK	PX domain containing serine/threonine kinase like	5.2394179459479e-05	1.628426169
		5.27025962642369e-05	-2.25097378433333
WDR17	WD repeat domain 17	5.27348248346161e-05	-2.18879001623077
CD4	CD4 molecule	5.38228446422083e-05	2.55981462558974
STAB1	stabilin 1	5.38493230548058e-05	2.53176774766667
CDADC1	cytidine and dCMP deaminase domain containing 1	5.39849451753902e-05	-1.50559335394872
CFD	complement factor D	5.41658194717805e-05	3.26432497307692
DENND1A	DENN domain containing 1A	5.4190641220114e-05	1.22254974879487
CLK2P1	CDC like kinase 2, pseudogene 1	5.45394384533364e-05	-1.09217902856411
		5.45394384533364e-05	-1.99298980248718
SPAG5	sperm associated antigen 5	5.47281534488768e-05	2.15177488974359
MEG3	maternally expressed 3 (non-protein coding)	5.54928203622913e-05	-2.34134522674359
ZNF132	zinc finger protein 132	5.54928203622913e-05	-1.598567117
RASSF9	Ras association domain family member 9	5.68962012097042e-05	-1.43074867966667
TADA2B	transcriptional adaptor 2B	5.7506804003448e-05	1.59401490771795
		5.87863765869001e-05	2.53035355953846
CD86	CD86 molecule	5.91991585825854e-05	3.63055315884615
		5.98278652755021e-05	-1.59270205830769
TBC1D1	TBC1 domain family member 1	5.99006536141041e-05	1.03457438848718
		6.12235843741673e-05	3.12776119358974
PIWIL4	piwi like RNA-mediated gene silencing 4	6.16843864331229e-05	2.25616893264103
ADAP2	ArfGAP with dual PH domains 2	6.29184043325711e-05	2.51721339305128
GAS7	growth arrest specific 7	6.34912546221243e-05	1.56646726838461
SYPL1	synaptophysin like 1	6.51992367383125e-05	-1.27372838202564
FDFT1///FDFT1	farnesyl-diphosphate farnesyltransferase 1///farnesyl-diphosphate farnesyltransferase 1	6.5609479211114e-05	-1.25912372497436
PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	6.5609479211114e-05	1.79791349605128
CD109	CD109 molecule	6.56778543267823e-05	-3.30166415620513
CD180	CD180 molecule	6.89739808040711e-05	3.60155067194872
AKT3	AKT serine/threonine kinase 3	6.89739808040711e-05	-3.30925462623077
ZNF474	zinc finger protein 474	6.89739808040711e-05	-1.45947525217949
HAL	histidine ammonia-lyase	6.89804494675147e-05	2.54105989815385
BEX3	brain expressed X-linked 3	7.11543060287842e-05	-2.67474346128205
NIPSNAP1	nipsnap homolog 1 (C. elegans)	7.28822718134687e-05	-1.12082243841026
NABP1	nucleic acid binding protein 1	7.28822718134687e-05	1.63280472466667
SGSH	N-sulfoglucosamine sulfohydrolase	7.33258348383964e-05	1.73516061484616
LRRC25	leucine rich repeat containing 25	7.33258348383964e-05	2.14742286538462
SLC18A2	solute carrier family 18 member A2	7.57435559292886e-05	-2.69732190712821
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	7.63526885643047e-05	-1.4219402594359
KCTD20	potassium channel tetramerization domain containing 20	7.67442258757408e-05	0.848935049512819
SNORA68	small nucleolar RNA, H/ACA box 68	7.68717946936938e-05	-1.67162797135898
		7.97546926747433e-05	3.18781969053846
		8.02894830534139e-05	1.17028961738461
CD1D	CD1d molecule	8.27166973214281e-05	2.20558675574359
C2orf27B///C2orf27A	chromosome 2 open reading frame 27B///chromosome 2 open reading frame 27A	8.30401017924825e-05	-1.55210914341026
DMRTC1B///FAM226B///FAM226A///DMRTC1	DMRT like family C1B///family with sequence similarity 226 member B (non-protein coding)///family with sequence similarity 226 member A (non-protein coding)///DMRT like family C1	8.38368202876756e-05	-1.07417261035897
PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	PHOSPHO2-KLHL23 readthrough///phosphatase, orphan 2///kelch like family member 23	8.65332231778641e-05	-1.61635822915385
MIRLET7C	microRNA let-7c	8.84708045331409e-05	-0.741518077717949
CLEC12A	C-type lectin domain family 12 member A	8.84708045331409e-05	3.92599188523077
PROK2	prokineticin 2	8.84708045331409e-05	2.39724979164103
		8.85273508876781e-05	-1.49335195305128
BROX	BRO1 domain and CAAX motif containing	9.0012756864628e-05	1.27418709725641
		9.20462186667392e-05	1.68715933048718
		9.25920029606723e-05	-2.59587960507692
ADRB2	adrenoceptor beta 2	9.36889480216961e-05	1.66980998641026
HMGXB4	HMG-box containing 4	9.73335050964667e-05	1.16052720105128
SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	0.000100116654989479	2.10318397102564
CRYGD	crystallin gamma D	0.000100116654989479	-1.50622798438462
GPR132	G protein-coupled receptor 132	0.000100116654989479	1.87445200248718
GPRASP1	G protein-coupled receptor associated sorting protein 1	0.000100116654989479	-1.55870702058975
HCAR3	hydroxycarboxylic acid receptor 3	0.000102162605940499	2.94941626730769
STK17B	serine/threonine kinase 17b	0.000102183978943132	1.36670651466667
ITGAX	integrin subunit alpha X	0.000102557227320078	2.52031158141025
FAM53B	family with sequence similarity 53 member B	0.000104376551183337	1.11749982371795
ROBO4	roundabout guidance receptor 4	0.000106019899908051	-1.35961529325641
EPB41	erythrocyte membrane protein band 4.1	0.000108474122885446	1.89561992720513
CCDC59	coiled-coil domain containing 59	0.000109982637184262	2.1361788345641
		0.000111974283879393	-2.09085180789744
IQGAP3	IQ motif containing GTPase activating protein 3	0.000112423363447732	1.50319404817949
VIP	vasoactive intestinal peptide	0.000112423363447732	-0.918259948102564
ZNF462	zinc finger protein 462	0.000114244438497039	-2.25043737994872
DIAPH2	diaphanous related formin 2	0.000114343878575971	1.46678595248718
PTPRD	protein tyrosine phosphatase, receptor type D	0.000114867799441561	-1.53605478517949
NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	0.000118363450593192	-0.858006578282055
CD300C	CD300c molecule	0.000118363450593192	2.03617640425641
CBL	Cbl proto-oncogene	0.000118624444479474	1.275472158
PTP4A2	protein tyrosine phosphatase type IVA, member 2	0.000118999767874967	1.27632447317949
GIPC2	GIPC PDZ domain containing family member 2	0.000119198213272927	-1.97535193633333
GUCY1B3	guanylate cyclase 1 soluble subunit beta	0.000120147481488966	-2.54811559351282
MREG	melanoregulin	0.000120147481488966	-2.24228448492308
SEPT5-GP1BB	SEPT5-GP1BB readthrough	0.000120147481488966	-2.10467919879487
TNKS2	tankyrase 2	0.000123041902582234	0.859236929871797
		0.000125941494260635	-1.40678622712821
TPM2	tropomyosin 2 (beta)	0.000127981012185192	-1.57320612158974
		0.000128050655522657	-2.09635068248718
NETO2	neuropilin and tolloid like 2	0.000128146904729383	3.4731449548718
PITPNM1	phosphatidylinositol transfer protein membrane associated 1	0.000128146904729383	1.28398043515385
C6orf141	chromosome 6 open reading frame 141	0.000129102859838431	-1.24588933571795
SLFN5	schlafen family member 5	0.000129498767277955	2.61889958835897
FEZ2	fasciculation and elongation protein zeta 2	0.000129498767277955	1.21689597082051
NFIL3	nuclear factor, interleukin 3 regulated	0.000130861501565767	2.66207424225641
TRAK2	trafficking kinesin protein 2	0.000131137956856042	2.26323769366667
HBB	hemoglobin subunit beta	0.000131137956856042	5.1942005858718
GABPB2	GA binding protein transcription factor beta subunit 2	0.000131970836853209	1.50996477558974
FAM30A	family with sequence similarity 30, member A	0.000131970836853209	-2.67347723410256
		0.000132449875179697	0.955391815897434
SCPEP1	serine carboxypeptidase 1	0.000134056034503974	2.69797222761539
		0.000135890742922206	-1.76849045289744
LTBP4	latent transforming growth factor beta binding protein 4	0.000135890742922206	-1.02996083582051
MITF	melanogenesis associated transcription factor	0.000136065178208969	1.32518386751282
CPM	carboxypeptidase M	0.000136261201057775	2.59159622653846
FANCD2	Fanconi anemia complementation group D2	0.000138533124905177	1.68997168135897
RASSF4	Ras association domain family member 4	0.000138762619475037	2.94782177582051
LRP1	LDL receptor related protein 1	0.000140470958912763	3.038554148
FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B	0.000140853114854237	2.47549108410256
		0.000141042891558576	-1.79651320107692
HK2	hexokinase 2	0.000143000019701455	1.83255763094872
UNC119	unc-119 lipid binding chaperone	0.000144945928667394	1.37811268025641
NDRG1	N-myc downstream regulated 1	0.000144945928667394	1.00461702366666
GATA3	GATA binding protein 3	0.000145642700958663	-1.51043970464103
		0.000148924498190313	-1.70545689274359
SLC4A1	solute carrier family 4 member 1 (Diego blood group)	0.000148924498190313	3.95026599661538
BANF1	barrier to autointegration factor 1	0.000148924498190313	1.37071069125641
EGLN3	egl-9 family hypoxia inducible factor 3	0.000148924498190313	-1.55104625576923
GLUL	glutamate-ammonia ligase	0.000149782464406141	1.55316335489744
FAM65C	family with sequence similarity 65 member C	0.000150934045038543	-1.62412366984615
PLIN2	perilipin 2	0.000151404344859639	1.96873487407692
CTDSPL	CTD small phosphatase like	0.000152405158001145	-1.85738436320513
IGF2R	insulin like growth factor 2 receptor	0.000156449666929784	2.46805307641026
		0.000157897977973869	-1.72034921846154
		0.000160189208048714	2.31736779635897
SYNE2	spectrin repeat containing nuclear envelope protein 2	0.000161513811030293	1.42559863351282
		0.000161513811030293	-1.627453943
GPR173	G protein-coupled receptor 173	0.000162407324581112	-1.11966252384616
SCAI	suppressor of cancer cell invasion	0.000164113545868385	-1.52288129848718
PBXIP1	PBX homeobox interacting protein 1	0.000165233608199159	-1.78885791271795
AAK1	AP2 associated kinase 1	0.000167873348153287	1.66895000592308
SNORA49	small nucleolar RNA, H/ACA box 49	0.000167873348153287	-2.23026044930769
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.000167873348153287	-2.48336774646154
DCUN1D1	defective in cullin neddylation 1 domain containing 1	0.000168646856014095	2.21395483820513
SERINC3	serine incorporator 3	0.000171981181395004	-0.806943613051279
DSG2	desmoglein 2	0.000171981181395004	-3.01452746851282
KAT2B	lysine acetyltransferase 2B	0.000173216778390639	1.6474131145641
		0.000173216778390639	-1.7021211545641
CCL5	C-C motif chemokine ligand 5	0.000178033623843563	2.74163257412821
SLC35E2B	solute carrier family 35 member E2B	0.000179439633866481	-1.03262043233334
MYOF	myoferlin	0.000180431239617284	3.30279643833333
		0.00018079308737173	1.0634056211282
ARAF	A-Raf proto-oncogene, serine/threonine kinase	0.00018079308737173	0.954782811102564
L3HYPDH	trans-L-3-hydroxyproline dehydratase	0.000180855750300334	-1.79857298438461
RASGRP3	RAS guanyl releasing protein 3	0.000182606615739945	3.06258095792308
ITK	IL2 inducible T-cell kinase	0.000184332498773279	2.446394561
TAF5L	TATA-box binding protein associated factor 5 like	0.000186655619301411	1.00071701728205
		0.000187681730500199	-1.10714140123077
VPS72	vacuolar protein sorting 72 homolog	0.000188891443235766	-1.02370506328205
SNX11	sorting nexin 11	0.000194665376712688	1.18016352125641
SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	0.000196318576547457	3.24866877638462
LAPTM4B	lysosomal protein transmembrane 4 beta	0.000196318576547457	-3.37400234002564
SAMD13	sterile alpha motif domain containing 13	0.000196318576547457	-1.41222748712821
NUP62CL	nucleoporin 62 C-terminal like	0.000198302343385616	-1.45740696451282
FCGR2C///FCGR2B	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb	0.000198561551545658	3.69791040364103
PPP1CA	protein phosphatase 1 catalytic subunit alpha	0.000200360916130978	1.15061711174359
KPNA6	karyopherin subunit alpha 6	0.000204857363920237	1.27926983684616
C3orf80	chromosome 3 open reading frame 80	0.000207948774544393	-2.2919172324359
IL7R	interleukin 7 receptor	0.000210584416972823	2.83927245771795
MRPS33	mitochondrial ribosomal protein S33	0.000210584416972823	-1.64243693741026
		0.000212194815924286	-1.22501313269231
PLPP6	phospholipid phosphatase 6	0.000212956233124697	1.46891320582051
JAZF1	JAZF zinc finger 1	0.000215390167517802	2.22482361728205
		0.000218986230483833	-1.84846243120513
MIR99AHG	mir-99a-let-7c cluster host gene	0.000219562463942826	-1.02415354261538
		0.000219724962664602	-1.284364802
FBL	fibrillarin	0.000221697645897151	-1.08279749046154
		0.00022177530795118	-1.59208559038462
CHD7	chromodomain helicase DNA binding protein 7	0.000224903099717761	2.2724580734359
KYNU	kynureninase	0.000224903099717761	3.50119694884615
PARP8	poly(ADP-ribose) polymerase family member 8	0.000225369385021847	2.10182407115384
SIGLEC9	sialic acid binding Ig like lectin 9	0.000226745572110378	2.11353727235898
ANAPC15	anaphase promoting complex subunit 15	0.000226745572110378	1.67110770564103
FGR	FGR proto-oncogene, Src family tyrosine kinase	0.000228379710670168	2.00983471625641
AAK1	AP2 associated kinase 1	0.000232940662926321	1.50574992820513
TMEM67	transmembrane protein 67	0.000233180226376804	-1.92598303279487
LRBA	LPS responsive beige-like anchor protein	0.000237508530273707	-1.85327471835898
TLR8	toll like receptor 8	0.0002376533725008	2.83773619351282
TARP	TCR gamma alternate reading frame protein	0.000237953394394575	3.99031415605128
DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	0.000245902597895931	1.07846390028205
VPS4A	vacuolar protein sorting 4 homolog A	0.000247278553084912	0.880962483999999
ACTN1	actinin alpha 1	0.000248733553451693	1.70676540871795
SSH2	slingshot protein phosphatase 2	0.000251427179560004	1.17903332682051
GZMK	granzyme K	0.000259977667071857	2.88897399435897
		0.000261718790652195	1.5219242055641
FSTL1	follistatin like 1	0.000264725558027421	-2.22186697620513
PHKA1	phosphorylase kinase regulatory subunit alpha 1	0.000264725558027421	-1.59462376461538
SULF2	sulfatase 2	0.000267626146170256	2.92897165102564
CD2	CD2 molecule	0.000271024410333964	2.21236564910256
HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	0.000273495408083483	-1.73748348620513
AGTPBP1	ATP/GTP binding protein 1	0.000274617508343833	1.71806435041025
ARMCX6	armadillo repeat containing, X-linked 6	0.000277746910875501	-0.933774935461542
MTM1	myotubularin 1	0.000277914162641394	1.29666598930769
CDC14B	cell division cycle 14B	0.000278019159661068	-1.22317987325641
ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	0.000285328263256861	-1.83065122384615
		0.000285466126832115	1.59848067666666
SLC25A37	solute carrier family 25 member 37	0.000295436883361618	2.01076941484615
IGHV3-48///IGHV3-69-1///IGHV3OR16-7	immunoglobulin heavy variable 3-48///immunoglobulin heavy variable 3-69-1 (pseudogene)///immunoglobulin heavy variable 3/OR16-7 (pseudogene)	0.000296598200757697	2.76094602466666
PIR-FIGF///PIR	PIR-FIGF readthrough///pirin	0.000297103360317763	-1.72812747697436
CCDC171	coiled-coil domain containing 171	0.000297285101600455	-1.91597770561539
ABHD5	abhydrolase domain containing 5	0.000297285101600455	2.17824907074359
MKI67	marker of proliferation Ki-67	0.000297285101600455	2.76406834530769
TMEM232	transmembrane protein 232	0.000301011410622136	-1.57277125010256
GMIP	GEM interacting protein	0.000301338398433276	1.25059452297436
		0.000302461364392075	-1.96773604210257
PLXNB2	plexin B2	0.000303342376593234	1.33855437766667
TP53INP1	tumor protein p53 inducible nuclear protein 1	0.000303655263084556	-1.26185306438462
C1orf132///MIR29C	chromosome 1 open reading frame 132///microRNA 29c	0.000308838518054796	-2.29882001882051
IL1RN	interleukin 1 receptor antagonist	0.000311568601793747	2.96140419738462
P2RX4	purinergic receptor P2X 4	0.00031671287338986	1.46805713223077
C10orf54	chromosome 10 open reading frame 54	0.000319272783319159	1.57980888961538
CORO1A	coronin 1A	0.000333813179117646	1.15772065302564
DCLK2	doublecortin like kinase 2	0.000333876863360374	-1.44581280530769
OR6A2	olfactory receptor family 6 subfamily A member 2	0.000333964278807085	-0.888070876564103
SGK1	serum/glucocorticoid regulated kinase 1	0.000335737857038952	3.03872441025641
		0.000336528120578925	-1.33320535617949
		0.000337086985749283	-1.76794787594872
SNX29	sorting nexin 29	0.000339767490286821	1.07159337766667
HSPG2	heparan sulfate proteoglycan 2	0.000340800666358321	-1.23126900135898
FBP1	fructose-bisphosphatase 1	0.000342353708470031	2.5641282734359
NICN1	nicolin 1	0.000343608781014691	-1.16382437110256
